Iteration	Posterior	Likelihood	Prior	rate_log_sd	rate_loss	root_freqs[1]	root_freqs[2]	tree_length
0	-1176.787	-1295.783	118.9959	1.200235	2.175307	0.886779	0.113221	2.258635
6	-1175.848	-1294.784	118.936	1.391779	2.615374	0.879698	0.120302	2.026395
12	-1171.421	-1291.006	119.5858	1.714903	2.993048	0.86147	0.13853	1.188231
18	-1178.732	-1298.115	119.3823	1.917431	3.693159	0.916573	0.0834271	0.9290774
24	-1179.504	-1299.525	120.021	1.987018	2.46441	0.884043	0.115957	0.668369
30	-1174.983	-1294.438	119.4547	1.892066	3.573728	0.879236	0.120764	0.9252379
36	-1171.256	-1291.017	119.7601	1.829714	2.512449	0.886113	0.113887	1.126663
42	-1168.906	-1288.675	119.7688	1.792451	2.775608	0.936504	0.0634964	1.03814
48	-1170.52	-1290.39	119.8699	1.746215	2.808393	0.803544	0.196456	0.9687774
54	-1172.715	-1292.466	119.7507	1.845668	2.808393	0.881486	0.118514	0.9889213
60	-1180.633	-1300.98	120.3468	1.924884	1.589919	0.858185	0.141815	0.9889213
66	-1172.431	-1293.193	120.7626	1.754094	0.9331965	0.938809	0.0611907	1.271764
72	-1173.959	-1294.205	120.2454	1.569589	1.602187	0.849852	0.150148	1.37942
78	-1172.248	-1291.849	119.6007	1.848094	1.790959	0.820292	0.179708	1.561472
84	-1163.197	-1283.96	120.763	1.69165	1.217002	0.936029	0.0639706	1.091439
90	-1169.074	-1289.794	120.7201	1.739296	1.159687	0.82108	0.17892	1.132881
96	-1173.824	-1294.153	120.3288	1.825275	2.03163	0.78941	0.21059	0.8031746
102	-1175.953	-1296.691	120.7382	1.975348	1.314326	0.799166	0.200834	0.6972244
108	-1175.401	-1295.974	120.5728	1.991216	1.545587	0.901726	0.0982737	0.6441714
114	-1181.913	-1302.005	120.0926	2.121309	2.100385	0.807219	0.192781	0.640211
120	-1179.471	-1299.079	119.6075	1.539392	2.020215	0.899088	0.100912	1.678685
126	-1178.809	-1298.268	119.4592	1.470384	2.546871	0.84543	0.15457	1.634414
132	-1173.611	-1293.547	119.9363	1.518281	1.803976	0.821343	0.178657	1.55104
138	-1169.94	-1289.631	119.6916	1.565596	1.803976	0.905208	0.0947922	1.69379
144	-1171.069	-1290.701	119.6313	1.554796	1.449455	0.895828	0.104172	1.912647
150	-1190.297	-1308.873	118.5756	1.151518	2.270008	0.829846	0.170154	2.522859
156	-1181.322	-1301.137	119.8145	1.435679	1.739212	0.830605	0.169395	1.728208
162	-1184.555	-1304.055	119.5003	1.584937	1.926282	0.828301	0.171699	1.761408
168	-1186.316	-1305.386	119.0697	1.25397	2.085494	0.925693	0.0743075	2.208773
174	-1187.608	-1306.627	119.0195	1.108259	1.798379	0.788547	0.211453	2.443506
180	-1179.792	-1298.711	118.9191	1.241462	1.789585	0.818696	0.181304	2.426387
186	-1177.847	-1297.091	119.244	1.438265	2.519973	0.902836	0.097164	1.817794
192	-1173.502	-1293.667	120.1649	1.683359	1.47689	0.828663	0.171337	1.423667
198	-1171.901	-1291.359	119.4578	1.618994	3.018258	0.831742	0.168258	1.36371
204	-1172.805	-1292.335	119.5297	1.429116	1.946005	0.840529	0.159471	1.840682
210	-1171.509	-1291.351	119.8424	1.463332	1.936808	0.787845	0.212155	1.599934
216	-1174.766	-1294.732	119.9663	1.681306	2.215989	0.848148	0.151852	1.209547
222	-1175.109	-1295.119	120.0099	1.768274	1.802247	0.847058	0.152942	1.302503
228	-1170.056	-1289.806	119.7501	1.641096	2.496114	0.889062	0.110938	1.302503
234	-1178.57	-1297.651	119.0814	1.606117	3.397987	0.903856	0.096144	1.543966
240	-1179.973	-1299.311	119.3383	1.619834	3.125461	0.923407	0.0765929	1.421436
246	-1180.296	-1299.949	119.6537	1.448811	2.537146	0.837683	0.162317	1.511096
252	-1178.633	-1298.121	119.4877	1.523285	2.731221	0.804523	0.195477	1.511096
258	-1172.028	-1290.453	118.4249	1.165267	2.322066	0.831279	0.168721	2.590957
264	-1175.768	-1294.163	118.3948	1.19536	2.322066	0.805423	0.194577	2.590957
270	-1178.665	-1298.456	119.7911	1.387279	1.731429	0.800912	0.199088	1.782014
276	-1182.071	-1302.003	119.9326	1.583441	1.192536	0.874936	0.125064	1.829713
282	-1187.053	-1305.542	118.4893	1.455492	1.769861	0.856193	0.143807	2.569194
288	-1191.981	-1311.874	119.8924	1.528132	1.870908	0.71553	0.28447	1.545218
294	-1194.111	-1313.178	119.0671	1.775361	5.305652	0.932664	0.0673363	0.8847185
300	-1176.557	-1296.309	119.7516	1.927149	2.862578	0.852479	0.147521	0.8738007
306	-1185.724	-1305.171	119.4466	1.730776	3.231853	0.849728	0.150272	1.209527
312	-1182.863	-1302.659	119.7955	1.734015	2.442993	0.87591	0.12409	1.209527
318	-1183.243	-1302.08	118.8365	1.627143	2.544055	0.800865	0.199135	1.958567
324	-1185.251	-1304.184	118.9327	1.481131	3.175087	0.949022	0.0509778	1.802077
330	-1180.675	-1300.186	119.5112	1.372396	2.174842	0.837299	0.162701	1.802077
336	-1173.14	-1292.753	119.6133	1.237559	1.332656	0.837103	0.162897	2.194421
342	-1175.539	-1294.602	119.0634	1.205008	1.491652	0.897818	0.102182	2.487034
348	-1170.798	-1288.894	118.096	1.297075	3.655249	0.86026	0.13974	2.354092
354	-1171.574	-1290.201	118.6272	1.425413	3.243466	0.830384	0.169616	2.027969
360	-1170.03	-1289.106	119.0763	1.461581	2.179105	0.834102	0.165898	2.034414
366	-1173.236	-1292.768	119.5313	1.257038	0.9958446	0.951563	0.0484371	2.426841
372	-1190.413	-1310.423	120.0104	1.469529	1.313507	0.958567	0.0414328	1.784161
378	-1191.907	-1311.623	119.7155	1.42912	1.385002	0.861816	0.138184	1.973834
384	-1197.263	-1316.175	118.9117	1.37219	2.351434	0.893001	0.106999	2.141166
390	-1183.763	-1304.43	120.667	1.753727	1.386643	0.904806	0.0951941	0.9902426
396	-1177.965	-1298.071	120.1059	2.011864	1.329342	0.946715	0.0532852	1.30085
402	-1176.637	-1297.206	120.5684	2.011864	1.532827	0.902932	0.0970676	0.6278003
408	-1179.129	-1299.734	120.6049	1.77282	1.532827	0.956697	0.0433031	0.9202824
414	-1169.052	-1289.352	120.3	1.859989	1.876692	0.946538	0.0534622	0.9076762
420	-1166.683	-1287.344	120.6616	1.855301	1.299107	0.876192	0.123808	0.9634788
426	-1171.582	-1291.126	119.5439	1.827075	2.766619	0.900862	0.0991384	1.21331
432	-1178.351	-1298.902	120.5511	1.881559	1.289946	0.853653	0.146347	1.054507
438	-1181.711	-1302.159	120.4479	1.854007	1.820011	0.858687	0.141313	0.7760726
444	-1186.135	-1306.257	120.1223	1.730391	2.091079	0.834219	0.165781	1.089108
450	-1179.706	-1298.772	119.0657	1.331992	2.051019	0.864667	0.135333	2.173554
456	-1171.228	-1290.348	119.1198	1.320832	1.977449	0.831357	0.168643	2.173554
462	-1181.16	-1301.496	120.336	1.460185	1.138872	0.792932	0.207068	1.666971
468	-1177.165	-1297.136	119.9716	1.496934	1.610061	0.825664	0.174336	1.634801
474	-1181.653	-1300.439	118.7859	1.12664	2.050065	0.864331	0.135669	2.482937
480	-1176.021	-1294.783	118.7625	1.279145	1.92422	0.874103	0.125897	2.448535
486	-1182.442	-1301.174	118.7313	1.321369	2.476197	0.830188	0.169812	2.250011
492	-1179.091	-1297.804	118.7128	1.313072	2.706802	0.855702	0.144298	2.196197
498	-1168.342	-1287.719	119.3769	1.497543	2.129469	0.863789	0.136211	1.825793
504	-1174.84	-1294.474	119.6342	1.393493	2.534737	0.828743	0.171257	1.567346
510	-1177.46	-1297.303	119.8429	1.581478	2.093429	0.924233	0.0757673	1.443452
516	-1180.533	-1300.304	119.7708	1.472703	2.093429	0.911061	0.0889387	1.578625
522	-1169.893	-1289.778	119.8845	1.569706	1.717166	0.864667	0.135333	1.592603
528	-1179.111	-1298.359	119.2479	1.508141	1.916374	0.866439	0.133561	1.990003
534	-1185.114	-1304.352	119.2381	1.476676	2.289316	0.831007	0.168993	1.875716
540	-1173.406	-1291.112	117.7061	1.232272	2.289316	0.841843	0.158157	2.998528
546	-1188.204	-1306.559	118.3551	1.220247	2.997793	0.882406	0.117594	2.401804
552	-1182.67	-1300.243	117.5734	1.193768	3.170245	0.891636	0.108364	2.856777
558	-1180.202	-1298.162	117.9599	1.336472	2.523544	0.855187	0.144813	2.709402
564	-1187.251	-1304.493	117.2418	1.282773	2.650537	0.899436	0.100564	3.138421
570	-1180.672	-1299.061	118.3883	1.301798	2.15264	0.913522	0.0864781	2.585444
576	-1179.293	-1298.66	119.3671	1.79059	1.588713	0.871377	0.128623	1.863067
582	-1181.176	-1298.911	117.7352	1.272744	2.321892	0.86501	0.13499	2.946436
588	-1174.339	-1292.884	118.5457	1.371864	3.651497	0.902875	0.0971255	2.014667
594	-1174.061	-1293.646	119.5846	1.371864	2.092248	0.836205	0.163795	1.783541
600	-1169.028	-1288.599	119.5711	1.540002	2.357273	0.833474	0.166526	1.571344
606	-1168.413	-1287.905	119.4919	1.590379	2.413797	0.881831	0.118169	1.571344
612	-1170.774	-1290.105	119.3315	1.646507	1.373421	0.976422	0.0235785	2.090363
618	-1170.422	-1289.778	119.3561	1.380204	1.61718	0.942821	0.0571789	2.131013
624	-1180.79	-1301.144	120.3548	1.858057	1.470502	0.946212	0.0537876	1.126808
630	-1179.174	-1299.693	120.5187	1.868171	1.591799	0.937211	0.0627887	0.8619787
636	-1173.607	-1293.736	120.129	1.807019	1.990703	0.962126	0.0378742	1.065416
642	-1177.696	-1298.211	120.5151	1.914289	1.502737	0.93569	0.0643098	0.8868937
648	-1185.7	-1306.761	121.0613	1.587385	0.9294382	0.998847	0.00115329	1.163049
